ALogP,ALogp2,AMR,apol,nA,nC,nF,nG,nK,nS,nT,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,PetitjeanNumber,topoShape,nRotB,LipinskiFailures,TopoPSA,VAdjMat,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
0.330956233189402,0.00725859957693198,0.189060096881415,0.21378860174002,0,0,0,0,0,0,0,0.434782608695652,0.423076923076923,0.207070707070707,0.21604421974526,0.662563041641849,0.766186491073827,0.153647131110475,0.899192036313592,0.112811321174162,0.202963313587496,0.225896687881281,0.223249790983247,0.230060567487525,0.24191494373408,0.258631955826155,0.288656274384524,0.286488986980993,0.263010560425961,0.526559069480116,0.0176335931899639,0.570690509460116,0.402174550193654,0.579058904127208,0.555280050872146,0.251267116332909,0.224299065420561,0,0,0.3125,0.157894736842105,0.5,0.6,0.192307692307692,0,0,0,0,0.550510257216822,0.28245670207183,0.211153728461318,0,0,0.759746926647958,0.262254222997145,0.152083968219847,0.201618727760223,0,0.301364396654986,0,0.250039563855492,0,0.594285992884082,0,0.240740571055175,0.357169365913572,0.371657015469713,0.341085637510393,0.441322328913258,0.479003851604439,0.190161453951273,0.207883434813554,0.218330848488593,0.244289379250778,0.299678686864484,0.28740902074419,0.356997177267248,0.384298043503159,0.212789254716355,0.225878294117818,0.243777344764622,0.282920643924664,0.326697798624239,0.294735712453268,0.309449936538812,0.326480602084139,0.142630185348632,0.783549783549784,0.0802966906118972,0.171428571428571,0.0869565217391304,0.763888888888889,0.16904104447979,0.143142842310203,0.106730971692018,0.5,0,0.470588235294118,0,0.111111111111111,0.0666666666666667,0,0.0666666666666667,0.444444444444444,0.5,0,0,0,0.285714285714286,0,0,0,0.6,0.333333333333333,0,0.5,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0.157894736842105,0.6,0,0.166666666666667,0.365941524878107,0.577290778760985,0,0.362175400504911,0.49938986662442,0,0.852638648759566,0,0.0483848201157456,0,0,0,0,0,0.263867663795208,0.738654430773171,0.117585263108756,0.371428571428571,1,1,0.192307692307692,0,0.140057694220631,0.470618046292895,0.192824733548375,0.214460538139604,0.678215923375234,0.209977834432915,0.105070270764634,0.397600326918625,0.0371483233371284,0.246913580246914,0.511483019789885,0.236
0.695281181405031,0.340359341471093,0.175729520893051,0.175973755803763,0,0,0,0,0,0,0,0.521739130434783,0.461538461538462,0.146464646464646,0.164926178227005,0.797341984989667,0.674140510393193,0.238018800829546,0.740620246889542,0.133351855435492,0.237765363144009,0.246941921876573,0.233815565681993,0.21458564652421,0.259500683597705,0.276155930825011,0.315279381038177,0.305889583922969,0.276528008232009,0.977859267621193,0.159141246024964,0.474315119291958,0.406196344163777,0.346383976191313,0.755222991608184,0.172673023158996,0.196261682242991,1,0,0.125,0.736842105263158,0.333333333333333,0.2,0,0.5,0,0,0,0,0.201703703008991,0.213779214264818,0,0,0,0.123771019750893,0.101271750510146,0.409575529640612,0.843038997100767,0.302287611415073,0.358719467607151,0.4620026897941,0.573402864351383,0.352785177276837,0.101998343560351,0.288135159040903,0.350230991809067,0.378030329264955,0.304692655761857,0.353365641853797,0.428686397168574,0.180603640925668,0.180524680968615,0.218345729470989,0.206865222676937,0.228605813774845,0.265249749393426,0.307435519072397,0.318555880592865,0.177888744762553,0.174040323975146,0.21149701788053,0.189566793442085,0.209579402572598,0.248212774484495,0.244436451354352,0.256844350236241,0.116681376875552,0.67741935483871,0.0415921953111509,0.0857142857142857,0.0434782608695652,0.227272727272727,0.163276475738568,0.119498254966447,0.115325492381232,0.5,0,0,0.5,0.5,0,0.5,0.0666666666666667,0.444444444444444,0,1,0,0,0.142857142857143,0,1,0,0,0,0,0.5,0,0.428571428571429,0.333333333333333,0,0,0,0,1,0,0,0,0.157894736842105,0.88,0,0.333333333333333,0.530097120048391,0.283903081874092,0.666666666666667,0.449262691075093,0.513641803241493,0.653583247294139,0.352775651964996,0.696538381681349,0.11520917152654,0.363707878657241,0,0,0.0394762406127949,0.220479275922049,0,0.0576606008642341,0,0.371428571428571,0.8,0.75,0.153846153846154,0,0.146495005044692,0.432572703002009,0.183237090850366,0.189421964579444,0.500747661675017,0.164182004612281,0.222823357848877,0.119897041133395,0.0294369652225965,0.222222222222222,0.621182506718788,0.216
0.869740408297866,0.675546835892561,0.25465432070022,0.248309058192308,0,0,0,0,0,0,0,0.521739130434783,0.461538461538462,0.237373737373737,0.108922556748506,0.819800870406496,0.572619972050953,0.356817177503651,0.628418692155308,0.102075605137648,0.185853284766385,0.164214040043427,0.143711468521673,0.112384945377151,0.213942412027667,0.209907831297561,0.199315216050337,0.184748322233695,0.158918959991679,0.287214037898212,0.0176246438163315,0.40951705701049,0.140711310874396,0.491959412713344,0.433804467027026,0.278407958626337,0.214953271028037,0,0,0,0.894736842105263,0.333333333333333,0.8,0,0,0,0,0,0,0.279779615190344,0.104985496913872,0,0,0,0.212362718337781,0.0961687903929043,0.0952893238636071,0,0.0403800085911877,0,0.189455389172383,0,0.102608413311414,0,0.0909865981200621,0.0825771058557871,0.0723150920881474,0.214165728179868,0.210513658899468,0.209747027875286,0.187124874335235,0.213433156561304,0.195705733392916,0.205826394690387,0.203081042035,0.22299130650278,0.218007686924852,0.242817453984066,0.222220430774593,0.233028261086433,0.232213148355133,0.257662687944019,0.264328843400697,0.296304771074166,0.285457015970723,0.307849172185634,0.166284201235658,0.913419913419913,0.098952888707791,0.0571428571428571,0,0.517241379310345,0.18364634817647,0.211096365357816,0.207471616063803,0.25,0,0.470588235294118,1,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.210526315789474,0.08,0.5,0,0.336425911032527,0.0718017334080991,0,0,0.407421599195349,0,0.0575087619440046,0,0,0,0,0,0,0,0,0,0.839947366596582,0.657142857142857,0.842105263157895,0.8,0.384615384615385,0.333333333333333,0.0177203677651305,0.458290284010798,0.188780124725746,0.213102233746002,0.631588704936904,0.0647066193576362,0.0583793599744643,0.149872136576102,0.0439911266564162,0.17283950617284,0.802101148301979,0.204
0.6953430134897,0.340457984788463,0.173462654638434,0.180064094522282,0,0,0,0,0,0,0,0.521739130434783,0.461538461538462,0.156565656565657,0.135893097763378,0.805640645313109,0.700949377854887,0.223974419111672,0.743840264435127,0.126758454660075,0.228541653710231,0.233261683270683,0.20892937023876,0.19377288946935,0.250741528985826,0.264582956932749,0.298162917234113,0.288716773519981,0.257984248066363,0.977859332874515,0.15914124553054,0.474345549654975,0.398660941208235,0.661976302999426,0.732967277750641,0.19448751880846,0.186915887850467,0,0,0.125,0.736842105263158,0.333333333333333,0.3,0,0.5,0,0,0,0,0.218325953737803,0.188098864050094,0,0,0,0.131307061119898,0.0952273064446233,0.381274629629338,0.843038997100767,0.302287611415073,0.358719467607151,0.444317556171277,0.573402864351383,0.352785177276837,0.101998343560351,0.265044306977498,0.307915077125913,0.337100181341909,0.294253677053746,0.336986131270377,0.408889244386921,0.169109091070975,0.171722520713194,0.207967028982854,0.193796899007799,0.208978128529437,0.251618855818967,0.282343120962035,0.291526892659415,0.175088582974164,0.176121525794067,0.212890395598343,0.1923044934983,0.211309274373599,0.251772803403847,0.246425417686949,0.258759040405855,0.105030891438658,0.761904761904762,0.0491094215502717,0.0571428571428571,0.0434782608695652,0.289855072463768,0.153119471101572,0.115125327233304,0.113645990509134,0.5,0,0.0588235294117647,0.5,0.555555555555556,0,0,0.0666666666666667,0.333333333333333,0,1,0,0,0.142857142857143,0,0,0,0,0,0,0.5,0,0.428571428571429,0.333333333333333,0,0,0,0,1,0,0,0,0.210526315789474,0.56,0,0.333333333333333,0.543625502084781,0.274044684985854,0.666666666666667,0.522481998059493,0.460748916704085,0.664409844365683,0.302121113087749,0.688762331269365,0.11520917152654,0.363707878657241,0,0,0,0,0,0.0576606008642341,0,0.4,1,1,0.192307692307692,0,0.112688465418994,0.419140804763822,0.175786379024422,0.180261265282243,0.529961287015917,0.138680405011552,0.222534012548961,0.0690198352280577,0.026702191340274,0.203703703703704,0.638651355973614,0.204
0.799973206096644,0.527852064656163,0.22998941343877,0.236670128589502,0,0,0,0,0,0,0,0.521739130434783,0.461538461538462,0.227272727272727,0.0545233634200907,0.896456456076325,0.560753445297345,0.355983128970665,0.653144591412444,0.0886245380353272,0.164781393689102,0.142722148699545,0.120506683573545,0.0980278506103237,0.197472771403001,0.192793938360061,0.180032186007904,0.164923171967071,0.144154628074653,0.287214037898229,5.43909610954157e-08,0.632524342470451,0.199127953809594,0.994076933154364,0.41861544503569,0.262452759891721,0.196261682242991,0,0,0,0.789473684210526,0.333333333333333,0.8,0.0769230769230769,0,0,0,0,0,0.296401865919155,0.0779390223101027,0,0,0,0.219898759706786,0.0899355796120316,0.0669884238523324,0,0.0403800085911877,0,0.172639826371039,0,0.102608413311414,0,0.058629582552615,0.056269742951766,0.0554389098330418,0.198627667158329,0.20959953220339,0.214892957517498,0.166290554334614,0.194439811204619,0.177719436231011,0.181324373154607,0.184877000826721,0.206853398871378,0.179575737479767,0.208648427711419,0.203787676947361,0.227318836449642,0.230486653967518,0.257257277585026,0.275851941397598,0.313110410871676,0.300392184997275,0.332741193049159,0.148278905560459,1,0.094758070007523,0.0571428571428571,0,0.595238095238095,0.163276475738568,0.194268810491662,0.193745573772153,0,0,0.588235294117647,0,0.722222222222222,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0.04,0.5,0,0,0,0,0,0.34076720846637,0,0.0266678650217618,0,0,0,0,0,0,0,0,0,0.839947366596582,0.657142857142857,1,1,0.384615384615385,0.333333333333333,0.00460416933111651,0.432572703002009,0.169782887786109,0.194175536918354,0.674453636236437,0.0365442125840583,0,0.149666567498457,0.036925316024836,0.148148148148148,0.80197898851698,0.184
0.500448282613848,0.100504501970045,0.14433824405516,0.154083986597786,0,0,0,0,0,0,0,0.130434782608696,0.153846153846154,0.151515151515152,0.0918277508143972,0.787896096374603,0.748653756026681,0.256154224521182,0.612923407760979,0.0650355746618534,0.121266465707746,0.139595326385092,0.147706580577067,0.136776698857816,0.18241509949722,0.199186795303156,0.231622626462578,0.230531332185276,0.196529052182065,0.478690063163663,0.017624628015205,0.651352111735844,0.465683690121488,0.623915067044231,0.575464004715472,0.183002673636634,0.14018691588785,0,0,0.0625,0.210526315789474,0.666666666666667,0.5,0.115384615384615,0,0,0,0,0.367006838144548,0.270731607932078,0.306060727636174,0,0,0.189936731661989,0.216683909461353,0.256552364588727,0.142558299627636,0,0.233392889003261,0,0.246228339684552,0,0.548947447154952,0,0.182499328109054,0.263019251485856,0.274653353474158,0.345103605578384,0.46050850560888,0.545507346770877,0.118871052294096,0.12824638283044,0.13543166615693,0.161570209648219,0.20125604023015,0.20350649919589,0.281104293424899,0.34022040258657,0.145285003846285,0.155700147545706,0.174770536292031,0.220476512496323,0.268394905758442,0.291711277095639,0.347753517410868,0.397111766249725,0.0654898499558694,0.485714285714286,0.0534940843278131,0.0857142857142857,0.0869565217391304,0.75,0.102689746848596,0.0787977776801107,0.0530110152544496,0.75,0,0.235294117647059,0.5,0.111111111111111,0.133333333333333,0,0.133333333333333,0.111111111111111,0.5,0,0,0,0.142857142857143,1,0,0,0,0.666666666666667,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.263157894736842,0.2,0,0.314980262473718,0.645690162111181,0.449582295468085,0,0.23875025211909,0.501703386424611,0,0.688969630451834,0,0,0,0,0,0,0,0.0153192058584328,0.341388953570501,0.21165347359576,0.371428571428572,0.727272727272727,0.666666666666667,0.192307692307692,0,0.0637904818746358,0.345215082412488,0.118839032884446,0.133649323540889,0.67445323104169,0.085176916112741,0.0530563290247065,0.19631802141428,0.0148123804270003,0.17283950617284,0.42193989738578,0.152
0.690592248317652,0.332920524232543,0.0910216921789554,0.0895742334632537,0,0,0,0,0,0,0,0.652173913043478,0.692307692307692,0.0656565656565657,0.0335922062371197,0.983292008601159,0.591003519143266,0.271832530033745,0.714702837974936,0.0522732556371382,0.0957886683247975,0.102623778153696,0.0961701692185439,0.0919171412741783,0.120517547822482,0.131795480334606,0.149184735245014,0.144192227121279,0.136153807345408,0.287214037898186,0.0442278066448897,0.804272124119048,0.17381637883002,0.297532380331484,0.575255894679159,0.0411055134030289,0.11214953271028,0,0,0.1875,0.578947368421053,0.5,0,0,0,0,0,0,0.299659828522119,0.368328906811362,0.289833547526056,0,0,0.131592027784857,0.193787380688824,0.11236308887617,0.0700555206062148,0,0.136820468902582,0,0.075575782604386,0,0.237460832184808,0,0.0851636981049344,0.129438387766391,0.169679007988798,0.0982320263984253,0.141725919890589,0.192536057296174,0.0843874027300171,0.101928184176327,0.105097664707477,0.117083911281317,0.140252668735574,0.182824966830511,0.203758748372988,0.237746926842078,0.0846431472771557,0.0921930582602539,0.0965260140838038,0.106102649129567,0.125287862107299,0.152080687921756,0.143693471756458,0.158178014421864,0.0464254192409532,0.935064935064935,0.0151164367928172,0.0285714285714286,0,0,0.072812930685515,0.0656160405455569,0.0482149607721545,0,0,0,0,0.555555555555556,0,0,0,0.444444444444444,0.25,0,0,0,0,0,0,0,0.4,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.476557396578314,0.526774506864652,0,0.421375128909826,0,0,0,0,0,0,0,0.0178724068348383,0.282478100759312,0,0.342857142857143,1,1,0.0769230769230769,0,0.0336928564323372,0.294224520407678,0.0855137699073447,0.106047286928386,0.811474841732684,0.0550848241035629,0,0.135710121985304,0.00936630711628071,0.111111111111111,0.623870021988761,0.116
0.69166400445191,0.334613579626466,0.142872833897813,0.135461985436483,0,0,0,0,0,0,0,0.652173913043478,0.615384615384615,0.116161616161616,0.152918270648667,0.697957521593197,0.751154716380546,0.27803065767601,0.646949755852178,0.0802318835116789,0.143652743349585,0.150796578452824,0.127357014807639,0.114723868586258,0.135446899060403,0.138037003898009,0.14058661322672,0.121948367357359,0.107300165276461,0.28721403789822,0.0176335571989705,0.683482622294298,0.476595936246373,0.534619736361705,0.157966300166954,0.122522286085856,0.158878504672897,0,0,0.125,0.736842105263158,0,0,0,0,0,0,0,0.367006838144548,0.370722634000249,0.243197189301333,0,0,0.196165812949321,0.22100336051646,0.0907994438508772,0.126795163674926,0,0.09191064865385,0,0.115639534803536,0,0.156702031443522,0,0.104829258307402,0.154300500059835,0.144377569367924,0.0990220418557539,0.114981489902775,0.101974977906581,0.133241033168426,0.150034111042496,0.154733308421347,0.155835048348521,0.184027770534717,0.189194614771792,0.17997869875322,0.208101682730614,0.135199426388933,0.132041696499906,0.131329364863292,0.1265334926622,0.132191623744249,0.1270103483859,0.0929805994591976,0.0984535654731803,0.106090026478376,0.894179894179894,0.0314596421997508,0.114285714285714,0.0869565217391304,0.0833333333333333,0.122781530122832,0.118868068055652,0.108746406514511,0.25,0,0,0,0.555555555555556,0,0,0.0666666666666667,0.333333333333333,0.5,0,0,0,0.285714285714286,0,0,0,0.4,0,0,0.5,0,0.142857142857143,0.333333333333333,0,0,0,0,0,0,0,0,0.157894736842105,0.8,0,0,0.216512462524023,0.148169638431099,0,0.365378699389744,0.419181988044968,0,0.33221641413086,0,0,0.103916536759212,0,0,0,0,0.119027209876007,0.267151293520273,0,0.314285714285714,0.8,0.75,0.230769230769231,0,0.105995367409871,0.376257402209238,0.133040393496399,0.153666141631762,0.66779975940252,0.146002087346999,0.119818234265701,0.254273508630743,0.02345097947159,0.135802469135802,0.469826533105302,0.16
0.219524511268897,0.00446200273668512,0.0935643842332823,0.107601113712002,0,0,0,0,0,0,0,0.130434782608696,0.153846153846154,0.111111111111111,0.16507261884419,0.738381862908121,0.682580952642447,0.253207358621356,0.702828643370792,0.0559910883721169,0.0948845700293901,0.103409836477949,0.112018930987469,0.0990711106925271,0.113234603978073,0.120163473235772,0.132003818085381,0.130387978494719,0.118347134904233,0.973380422993529,0.0176335348932103,0.232907436895529,0.372803940652512,0.356306337790489,0.457137990637611,0.153973247112194,0.102803738317757,0,0,0.25,0,0.166666666666667,0.4,0.0769230769230769,0.5,0,0,0,0.449489742783178,0.205819081070527,0.165318342153027,0,0,0.219320046308095,0.15041838639087,0.128978937731434,0.102427097204595,0,0.239764192536265,0,0.203928760880011,0,0.602839477976721,0,0.145899445509215,0.172920085195079,0.179475073928552,0.289069866623871,0.332921953315973,0.388600896120745,0.0942795013665633,0.0975845454144963,0.100667406101886,0.119670415304453,0.119093024802283,0.121529395572089,0.145340065288351,0.150454199957275,0.105489728476275,0.107787422222545,0.1301264724365,0.160084192406805,0.173043087230826,0.185765036441583,0.187738540734451,0.168549080899542,0.0453662842012357,0.610389610389611,0.0329849317732526,0.142857142857143,0.0869565217391304,0.888888888888889,0.0866848685401543,0.0733732806418529,0.0559032925347372,0.5,0,0.235294117647059,0,0.0555555555555556,0.133333333333333,0,0.0666666666666667,0,0.5,0,0,0,0,1,0,0,0.4,0.666666666666667,0,0,0.0555555555555556,0.142857142857143,0,0,0,0,0,0,0,0,0,0.210526315789474,0.16,0.333333333333333,0.166666666666667,0.431966080861504,0.412429002242154,0,0.143490843143264,0.295040253823665,0,0.341562706378221,0,0.0645130934876609,0,0,0,0,0,0.127668048348717,0.46572439519187,0.352755789326267,0.171428571428571,1,1,0.153846153846154,0,0.112077418254679,0.275857269105801,0.0950602579433397,0.0995553080263712,0.477194558402382,0.141841961537876,0.102778008448251,0.262402221463782,0.0098123217408655,0.117283950617284,0.231370632787686,0.108
0.62934756845327,0.243305384997484,0.136142355694762,0.148025628450523,0,0,0,0,0,0,0,0.391304347826087,0.384615384615385,0.141414141414141,0.0857541608496675,0.838303941683592,0.70012239935245,0.220360963485787,0.74430401998065,0.0650355746618535,0.112042756273969,0.126728094369399,0.107905774818695,0.0918980486397961,0.137038967778851,0.139476774574553,0.148162546637752,0.126041588471739,0.105766132846853,0.973138563040847,0.0176246281455051,0.397218261454767,0.38900219030475,0.606288265825645,0.159517400286739,0.159299593756157,0.130841121495327,0,0,0.3125,0.263157894736842,0.5,0.4,0,0,1,0,0,0.367006838144548,0.266207604302946,0.181385944318307,0,0,0.151949385329592,0.133680817837703,0.0734330364417859,0.275578348876536,0.535898384862246,0.307306643859602,0.507305936177288,0.550901587525195,1,0.788139037274991,1,0.180939082297368,0.173415139852861,0.136635527788707,0.301780660932895,0.253294387495685,0.200250247459491,0.125145795682349,0.123065178373628,0.148592318778761,0.127024616295853,0.13284639415043,0.129568989216681,0.171838197657556,0.218319701078474,0.144528516161013,0.133436125484817,0.181964443816219,0.135896942140258,0.13418171390135,0.128312234652998,0.146513399247201,0.156982607273723,0.0868490732568403,0.542857142857143,0.0449143304768654,0.0857142857142857,0.0869565217391304,0.5,0.117246478485294,0.0938556201195468,0.10064881984366,1,0,0.0588235294117647,0,0.333333333333333,0,0,0.0666666666666667,0.333333333333333,0.25,1,0,0,0.285714285714286,0,0,0,0.2,0,0,0.5,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.157894736842105,0.48,0,0.730296743340221,0.732091220806256,0.398730396274882,0.689297538609561,0.247958699473815,0.364963230920062,0.447908718645341,0.251952707980941,0.505263361943175,0,0,0,0,0,0,0.0734563116980293,0.359816649255438,0,0.371428571428572,0.8,0.75,0.230769230769231,0,0.0738230236887354,0.328852000020415,0.11747122081297,0.127995675380478,0.418273295625312,0.0831825281359151,0.0539180183219143,0.191460291007297,0.0179696944799822,0.123456790123457,0.703396042022966,0.14
