ALogP,ALogp2,AMR,apol,nG,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,PetitjeanNumber,topoShape,nRotB,LipinskiFailures,TopoPSA,VAdjMat,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
2.0217,4.08727089,96.9598,53.388274,0,15,16,44,0.398908213611082,-0.183257461921117,0.0463876488183967,-0.078705856915204,0.022538459115676,35.8910813501788,39.4190213231909,47.1227145957724,45.1880118610302,43.2153112236398,1887.41174668693,2222.84240514389,3061.49177422495,2893.17588671272,2675.89160305239,11.85,31.97207231404,-0.279958447181605,0.213583622360154,4.82063870054683,10.5420918314027,29.091726,29,0,0,2,9,3,0,2,1,0,0.288675134594813,0.166666666666667,0.0962250448649376,0.423540242053219,0.660173154199734,0.288675134594813,0.144337567297406,0.0279508497187474,0.134168716896133,0.162600945554204,2.96990267422856,0.353553390593274,0.337267227019046,0,1.05634381080367,0.0509991717801754,0.0942113242697481,0,3.96754389498453,6.35397095051985,7.97007823476786,1.35711352760271,1.72308224898487,1.80188640449537,18.3111903089421,12.3879613500742,12.4424077409774,8.79922571805753,7.69046528734373,5.74740076218605,4.24120853067779,3.31424049952504,14.3169642441438,8.73358341772,6.9874282024026,4.11440334497052,2.89023845954891,1.80264415854938,1.10279732362042,0.713425430552549,617,0.769230769230769,1559.08,6,3,0.222222222222222,19.3222354340071,7.78799351000541,4.89940828402367,1,1,0,7,1,0,1,4,2,0,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,3,22,0,0,1.29864007588661,1.06537508589136,0,8.52167497345802,19.5992524049,0,8.12604585633041,0,0.430674364248144,0,0,0,0,0,1.57780848017075,0,0,2.56,0.5,1,6,0,112.33,5.85798099512757,370.10996158,52.8944711117182,2.03440273506609,22.7392461235653,7.23688814057962,12.2659506219635,1829,38,3.113,144
0.188299999999998,0.0354568899999994,110.2619,59.077653,0,0,0,52,0.930228555280643,-0.635278296976635,0.180696903085232,0.0897582004641641,-0.326074197372703,39.2149522958687,39.2619766985954,62.1759354690828,58.9862705450208,54.5021537641099,1874.31475346858,2227.08235255169,3178.3469338259,3190.37942178364,2869.64485303545,11.988415699307,19.0004175170352,-0.313361466442199,0.433636242413043,3.45668768310547,10.3359146763451,38.020347,34,0,0,5,4,2,7,1,0,0,0,0,0.0962250448649376,0.426346367454154,0.605327771722915,0,0,0.0288675134594813,0.132193608696029,0.14974303622778,3.25981238225047,0.288675134594813,0.82583548446682,0.144337567297406,1.0162390705279,0.013498731178901,0.126565542463937,0.00348535740338762,5.81723753460823,8.44278086726961,10.2673301975652,1.72225742671882,2.09603412235324,2.22669951826079,22.1729976285079,14.7193652562522,14.497693197053,11.2425689848392,9.35376204538394,7.16674762088423,5.46767642549787,4.34648379038311,17.0035505820287,9.80678865820191,7.44864434586755,4.91771037319966,3.35427095144083,2.25349563946756,1.34839946550276,0.842388883819355,863,0.67741935483871,2095.11,8,0,0.4,24.1349480968858,10.092,5.7421875,2,4,0,6,1,0,1,4,1,1,0,0,0,0,0,3,2,1,0,1,1,0,3,0,0,0,0,0,0,5,16,3,0.5,2.31665783982975,2.16344415012188,0.125,10.596763378516,16.9911871832818,1.59457825639836,4.48826170178261,1.23569557310659,0,0.5,0,0,0,0,0.711378660898013,2.23358625387261,0.685006710594441,2.45,0.470588235294118,0.888888888888889,6,0,73.1,6.08746284125034,434.16780874,63.216872399602,2.03925394837426,32.4543883629958,5.41205341359197,19.8977313115988,3025,50,2.044,168
-0.0700000000000022,0.00490000000000031,119.9946,64.435825,0,0,0,55,0.433851855689986,-0.313189830441763,0.247893255372386,-0.162824717450997,0.00891439976821227,40.2510616514553,44.195055256021,56.4311864792034,60.3544959782077,54.2084068648919,2277.29268349707,2680.27118403754,3688.34482541327,3728.52231018962,3401.44760322513,11.999,31.9748322091332,-0.280002864448526,0.363334710544499,4.82105702169302,11.2426858607833,38.724175,33,0,0,2,9,3,4,2,1,0,0.288675134594813,0.166666666666667,0.0962250448649376,0.423540242053219,0.660173154199734,0.288675134594813,0.144337567297406,0.0279508497187474,0.134168716896133,0.162600945554204,2.60405688539809,0.204124145231932,0.685728939548384,0.102062072615966,0.998695341938352,0.0228075229793322,0.172885640845246,0.0114037614896661,5.46000876637527,8.57288906651177,9.74238046460075,1.96442937593822,2.46621234276415,2.21722186552612,21.3027541405049,14.4073466279698,13.383748770792,10.8037229781994,9.12897033619959,6.07141237083028,4.552543770287,3.54795852962069,17.1783914020168,10.4419527265167,7.78517652096005,5.37365705261507,3.62250920480804,1.95853553786929,1.23213939348981,0.791957572339502,801,0.666666666666667,2494.09,8,3,0.333333333333333,23.168044077135,9.86805555555556,5.50676378772112,2,3,0,7,1,0,1,4,2,0,0,2,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,5,23,0,0.25,3.27567764287888,1.65149048360165,0,10.7032393524864,20.5168542798414,0,8.12604585633041,0,0.430674364248144,0,0,0,0,0,1.57780848017075,0.599644277868467,0,2.78,0.5,1,9,0,111.28,6.04439411935845,427.16781086,60.7110081612019,2.02370027204006,26.3730008157064,7.42794371868516,15.5176056743421,2739,48,1.94,162
-0.320400000000001,0.102656160000001,115.7008,61.342239,0,0,0,52,0.436649734353139,-0.317365035897847,0.257909431895097,-0.17872328179961,0.0190070280632754,39.2510616514553,43.195055256021,55.2650045460229,56.6847107736547,49.3780409774463,2178.5673842695,2565.93237156696,3534.56537920785,3518.82268207081,3142.79504551179,11.85,31.9720724702572,-0.279968035343392,0.283947332402896,4.82098063683767,10.9490939545409,36.537761,32,0,0,2,9,3,2,2,1,0,0.288675134594813,0.166666666666667,0.0962250448649376,0.423540242053219,0.660173154199734,0.288675134594813,0.144337567297406,0.0279508497187474,0.134168716896133,0.162600945554204,2.66384346333262,0.204124145231932,0.83006650684579,0.144337567297406,1.0553784539914,0.0228075229793322,0.205473609781252,0.0161273541607538,5.74143057279481,7.86009360262516,9.39095759324368,2.00497682096896,2.14978583829352,2.14897180497615,20.5956473593183,13.869341825509,13.1796246255601,10.659385410902,8.32222714070794,6.03689457396586,4.46604337008193,3.50257540859984,16.4712846208303,9.86583177481322,7.64173174903301,5.15467600611905,3.16416363416928,1.93329425898086,1.18873796461068,0.771952999403863,770,0.689655172413793,2213.09,8,3,0.3,22.203125,9.24038026256225,5.25777777777778,2,2,0,7,1,0,1,4,2,0,0,2,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,5,23,0,0.333333333333333,2.80690688150002,1.75159839089767,0,9.37215583630371,19.9983238601805,0,8.12604585633041,0,0.430674364248144,0,0,0,0,0,1.57780848017075,0.599644277868467,0,2.67,0.5,1,8,0,111.28,6,413.15216078,58.7065401373869,2.02436345301334,26.1721262667007,7.39342384103148,15.3857687998545,2494,46,1.517,158
2.5863,6.68894769,97.4882,51.510688,0,21,22,42,0.48161881242352,-0.322617128925634,0.175204324832414,-0.0819307707819893,-0.0702976618852287,28.9343508431998,31.3262751752979,43.959677676194,44.0151671635613,40.2365367834953,1707.58273652775,2009.91481004103,2795.31073758234,2711.69564955115,2367.40791987724,11.85,15.9949224660804,-0.275086930978374,0.232502447009263,4.97179194974752,10.2508752181379,24.389312,29,0,0,4,11,2,0,0,0,0,0,0,0.0962250448649376,0.445075106736786,0.610387848245254,0,0,0.0360843918243516,0.125276990211741,0.136866713175699,1.41611607783529,0,0.303155315497804,0,0.529970165461007,0,0.0730647246080531,0,3.61862803071653,5.88966053758569,7.8949104132696,1.12472511781894,1.50534434170674,1.60816157178698,17.9325106525018,12.7415147406675,11.156252589743,9.75882334134796,8.13755326054956,6.60309974560062,4.44795163623855,3.32880630828739,14.02339176886,8.09101685915134,5.64730320376054,3.99247984154756,2.72586155636811,1.77919140048599,0.958940652984152,0.576906025261658,620,0.846153846153846,1375.07,6,3,0.0526315789473684,19.3222354340071,9,4.54320987654321,1,0,0,10,0,0,1,5,2,0,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,25,0,0,1.14317627903463,1.50613219098573,0,9.60046822997029,18.8077419244965,0,8.10733731919884,0,0,0,0,0,0,0,3.0414768136375,0,0,2.78,0.5,1,5,0,95.59,5.85798099512757,344.13855926,53.8826076389333,2.07240798611282,20.834779494755,2.49853094018769,18.3362485545673,1792,40,2.44,138
3.6679,13.45349041,105.8619,58.228274,0,22,23,46,0.395509419279522,-0.205253404612498,0.0108448272157618,0.00468660104688512,-0.0316529495403956,37.1711207476258,40.8925871995057,51.3799683239843,50.9931259360208,46.3252179131534,2155.42443803947,2529.43915053659,3579.9964601105,3628.80428201525,3243.64432960955,11.85,31.9720724032549,-0.340229852702882,0.238452987632836,6.56702088546017,11.551328902188,28.729726,31,0,0,2,14,5,1,0,0,0,0,0,0,0.324284294838188,0.429725248098334,0,0,0,0.102202700211687,0.121392373747836,2.5172365464684,0.288675134594813,0.652428798713507,0.144337567297406,0.855079206199969,0.0294443855557322,0.133926588624278,0.00981479518524407,4.49549485188412,6.35638051829266,8.9507576770044,1.52758688769722,1.83102004042658,2.15320428524435,19.5622671644987,13.5041512010889,12.7709756661965,10.0678716727091,8.24865377657949,7.15611415875093,4.77647457124271,3.78440913183164,15.1513093472846,9.06920084839918,6.80793236440176,4.67706789209967,3.17564106746944,2.26782394593007,1.25865006491895,0.803206639427264,577,0.857142857142857,1645.06,4,1,0.0454545454545455,21.2403746097815,9.42768595041322,5.3890306122449,0,1,0,14,0,0,0,5,2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,3,21,0,0,0,0,0,22.0307331641804,28.1060196703228,0,7.09685798302898,0,0.5,0.285714285714286,0,0,0.1,0,0,0,0,3.22,0.5,1,5,0,90.66,5.95419631038688,390.10381358,57.7345507807572,2.0619482421699,16.6275442802552,7.91535210677341,5.44524700781325,2029,44,4.06,150
0.7529,0.56685841,98.7536,45.92493,0,0,0,35,0.530906603042081,-0.287729779247628,-0.00595197892906262,-0.0498133007852402,0.135830918895068,36.3748758545503,32.5277389491286,47.4735994702822,49.5815468162642,45.7749111653219,1645.38903373716,1946.8093135383,2724.76744814183,2813.34129756298,2516.69702391153,11.85,34.9688537706359,-0.264107137526394,0.185119732848024,4.81614396522598,10.3793169500262,19.81507,28,0,0,7,9,1,0,0,0,0,0,0,0,0.308992343248832,0.504499489886662,0,0,0,0.0780681276328987,0.100287612001613,1.50066706719817,0,0.300349190096869,0,0.610842224920638,0,0.0538626163259574,0,3.47238859576228,5.71893493934991,8.70073842894517,1.05051507401093,1.33802340123689,1.58870932126341,17.2254038713152,12.2035099382067,10.9990559928164,9.27093835419454,7.90326801487964,6.93481246386499,4.45342976794168,3.42013689444625,13.4440782922433,7.69574943240919,5.54586800885971,3.68020450672422,2.48423329448332,1.72057010963089,0.869492358402329,0.520202393558259,475,0.92,844.08,6,1,0,18.3673469387755,8.34714003944773,4.29585798816568,0,0,0,9,0,0,0,6,2,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,7.08003101304399,17.5954715355291,0,9.71143615353773,0,0,0,0,0,0,0,3.97626185264634,0,0,2.45,0.454545454545455,0.833333333333333,3,0,73.83,5.8073549220576,352.0639503,51.949774211017,2.07799096844068,23.9060684151932,0,18.8170592169892,1442,40,0.124,134
5.1145,26.15811025,121.5687,66.453481,0,21,22,55,1.12467404808186,-0.783976471145633,0.459879467205079,-0.243398211578508,0.0826469910296926,55.8081762787078,54.7696969988458,82.9547278313938,80.9879956300776,75.1342579511715,2528.7453623369,3001.34806788541,4325.61359854055,4360.9135387449,3883.03659923331,11.85,31.9720730559831,-0.306015286701027,0.416815294350828,3.58058226823807,12.2950816170519,37.664519,41,0,0,0,17,1,1,0,0,0,0,0,0.0962250448649376,0.423540242053219,0.652030072412621,0,0,0.0279508497187474,0.122140586288015,0.151373654739778,4.43102252824862,0.45534180126148,1.25620563335146,0.311004233964073,1.14376512971969,0.0389983170689887,0.18737745186627,0.0214993009863588,8.13964855093898,10.9630072831821,14.255951141028,2.06234200416117,2.39360789607307,2.58278850669143,27.6645614600706,17.8615603398754,17.8456451629616,13.8238360697814,10.6702001345846,8.53578356563119,6.26520532305885,4.58026963516837,19.3858056931146,10.8828760701752,8.16677765428684,5.57487653769007,3.61943454381619,2.40719196803497,1.38600720933967,0.844437938518368,1306,0.657894736842105,1958.15,9,4,0.0869565217391304,30.9470553242118,12.8868583714055,7.85318559556787,1,0,0,10,0,0,2,7,2,1,0,3,1,0,0,1,0,0,0,4,1,0,4,0,0,1,0,0,0,4,32,0,0,0.857138488522553,1.24277755776377,0.05,8.96179204732909,22.3268832933483,1.52480357694164,9.48628171053941,1.51080015182873,0.818188823000027,0.569716008528312,0,0,0,0,1.80539715572181,0,0,2.34,0.476190476190476,0.909090909090909,10,0,150.66,6.35755200461808,551.08865266,76.5901468466046,2.0155301801738,41.4033525273508,12.7532412485157,15.428916537483,5614,62,3.682,204
5.058,25.583364,104.5099,56.293067,0,22,23,46,0.487953950590505,-0.314548765092196,0.125711779501944,-0.0929388420768413,-0.0832126858764132,29.6288789749113,32.3254595076129,43.3775120872984,43.8205531277803,36.3498956523829,1707.58773500158,1973.69170906493,2657.10428494174,2624.83000877424,2160.75939259796,11.85,15.9959287759416,-0.348819581656745,0.186034612148566,4.88886124906387,10.1706328461792,27.902933,30,0,0,1,16,2,1,0,0,0,0,0,0,0.321478169437253,0.469866236074725,0,0,0,0.098342810678732,0.10440046998981,1.28591267774901,0,0.136082763487954,0,0.529887432542034,0,0.0347713304216958,0,3.0802628964793,4.67485162400542,6.52299221738379,1.03302757741805,1.26406585572146,1.37900595625809,18.4764807268718,13.3139943857389,11.4060835251961,9.79969991107026,7.94579237185886,6.84501628292116,4.4929717985443,3.24772932809616,14.9235840525793,8.64242116039156,6.02900634913934,4.20787830550377,2.77444231319343,1.91074711191323,0.974835747713395,0.564483682818787,736,0.925925925925926,1699.05,3,1,0.0909090909090909,20.28,10.15625,5.53846153846154,1,1,0,13,0,0,0,5,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,19,0,0,1.6384291021658,1.24067853998583,0,17.6010876205095,21.4965353780256,0,5.33784973399738,0,0,0,0.1,0,0,0,1.19055078897615,0,0,3.33,0.5,1,6,0,56.27,5.90689059560852,357.147727,56.1144767543438,2.07831395386458,15.3231688635545,5.90482843892672,9.41834042462773,2164,40,4.564,140
0.622399999999999,0.387381759999999,121.0777,59.38986,0,0,0,47,0.352606844088324,-0.19997129966865,0.0539336781690547,0.04261077036465,-0.0905568357731522,79.0147228046767,44.3796245059265,58.8573743189701,60.1679335704752,50.5954956951493,2110.74275385519,2396.37929135632,3206.98302663128,3117.89386899836,2572.57326801496,11.999,78.9183374984662,-0.311772602903347,0.324642150170566,6.68105703507019,12.4585657220567,32.27014,29,0,0,2,12,3,3,0,0,0,0,0,0,0.234708048410644,0.379542721700486,0,0,0,0.0733506131396089,0.136272837539929,1.96387665583107,0.204124145231932,0.400671701040871,0.0833333333333333,0.894307445594487,0.0254995858900877,0.100339900084848,0.00736109638893306,3.73156797264125,5.6870215535123,7.86028907243343,1.50700279925961,1.840112044685,2.16453560882422,19.114673407306,13.0604800752191,11.6667089892155,9.14742573104563,7.25591310568573,5.95548379618893,3.57214664166317,2.41486725268781,16.3891848237489,9.6770408131793,7.25748490085592,4.8743558254079,3.21159277858045,2.25672823566432,1.18168093519491,0.655589580541972,782,0.888888888888889,1699.07,5,2,0.15,21.7027348394768,10.6837606837607,6.5,0,3,2,10,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,9,14,3,0,0,0,0,19.361120293205,15.875375988194,0,1.94399924579356,0,0.5,0,0,0,0,0,0.550321208149105,0,0,2.89,0.470588235294118,0.888888888888889,8,0,78.94,5.85798099512757,445.04596014,54.8735315701262,2.03235302111578,20.0227372301666,4.98376359569294,9.0370462618071,2334,39,0.663,136
