compound_IDs,ALogP,ALogp2,AMR,apol,nA,nC,nF,nG,nK,nS,nT,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,PetitjeanNumber,topoShape,nRotB,LipinskiFailures,TopoPSA,VAdjMat,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
CHEMBL101035,0.8444937949052906,0.5636410373830096,0.24375139522111947,0.24959924398746733,0,0,0,0,0,0,0,0.5862068965517241,0.5625,0.2474747474747475,0.20769353483498862,0.7131443957319131,0.5611286294221048,0.35755102105298364,0.6670563852097868,0.12277190478147429,0.21371338550699798,0.22572965731261868,0.18387518886732868,0.16295612886414873,0.22016696355013593,0.2228264323789408,0.23130070685673843,0.20096909678808011,0.18464895257489636,0.2870813397129191,0.017642529096103268,0.2726104314101701,0.4782555405485038,0.5838630408154359,0.3633593282313281,0.2968447070597616,0.2336448598130841,0,0,0.0625,0.631578947368421,0.16666666666666666,1,0,0,1,0,0,0.30152300043085467,0.34159351060416293,0.2823494970918191,0,0,0.13997084244475336,0.2168742106795107,0.16468230446168555,0.3470068962325927,0.449489742783178,0.2757609573750887,0.4641016151377533,0.6409120642411363,0.8305670694090129,0.42067254076701543,0.774596669241484,0.2261767365646752,0.2122031163566466,0.209127361409217,0.36909406557279434,0.3022702108120232,0.2847637032415424,0.21511573763138486,0.22317288267142124,0.24774772239986564,0.224946903140492,0.22833653879790328,0.2512527820954169,0.2777251984066693,0.2883910615782536,0.24563299055591964,0.23793045076885935,0.2800993020533211,0.23546877567507732,0.22154388140030795,0.23770963397150396,0.22029335290037583,0.20884275665531493,0.18623124448367168,0.755102040816327,0.10314852452747346,0.14285714285714285,0.08695652173913043,0.6790123456790117,0.2040812500746442,0.1854745272104887,0.1972921799434253,0.5714285714285714,0,0.35294117647058826,0,0.3888888888888889,0,0,0.06666666666666667,0.5555555555555556,0,1,0,0,0.2857142857142857,0,0,0,0.2,0.3333333333333333,0,0.5,0,0.14285714285714285,0.6666666666666666,0,0,0,0,0,0,0,0,0.15789473684210525,0.5925925925925926,0.3333333333333333,0.5489304031733877,0.662672882747919,0.4178357796894393,0.7928047433351466,0.5151790425389692,0.431994833353761,0.44452848444502535,0.24275649182449963,0.6643900746757656,0,0.15250778167707277,0.25438094278962986,0,0,0,0.10353371445833705,0.46113467137214265,0.0881889473315666,0.4857142857142856,1,1,0.38461538461538464,0,0.10465958988787993,0.48261702874573936,0.213206850714527,0.22891468003493437,0.4928269597642019,0.18185289608319885,0.1811752623800105,0.26709887675246713,0.05126820737332598,0.2037037037037037,0.5802589787441972,0.24
CHEMBL105442,0.785133899412149,0.4298370311595525,0.13685451764038833,0.12666519431027157,0,0,0,0,0,0,0,0.41379310344827586,0.375,0.09090909090909091,0.12296457497316314,0.9269742214351226,0.492312329878541,0.3230715757885449,0.6911241388560337,0.6536515764924334,0.21146075150207258,0.2497511526499735,0.266600668056392,0.30372071994288596,0.1534103926153291,0.1548196951646596,0.1471887833405351,0.14505228970867315,0.12445505380878036,0.5263157894736864,0.9999990674676246,0.668775247259204,0.42713515275452846,0.3696515053976677,0.7601362306306254,0.09917555840759824,0.1308411214953271,0,0,0.0625,0.5263157894736842,0.16666666666666666,0.1,0.07692307692307693,0.5,0,0.5,0.5000000000000012,0,0.15097130808104642,0.1366704880620165,0.5,0.5000000000000012,0,0.1152579396932935,0.1308328379185779,0.16145572354824897,0,0.23466369428986855,0,0.3218158308055723,0,0.19118008447157378,0,0.1527464643825072,0.14621738559445416,0.16656463945490532,0.22191461166488824,0.23725170397304302,0.25366587137338076,0.12445359151311468,0.12487664704544793,0.13650060599030037,0.1255067449592126,0.10876492752739329,0.11572554001435258,0.1466503465629418,0.13138069203899463,0.15654798324005353,0.15130465872043272,0.1869420607323524,0.15065424880705447,0.15282629901928657,0.13749607675231032,0.14992851156174652,0.109190083818089,0.07202118270079436,0.7142857142857143,0.019856818888750283,0.02857142857142857,0.08695652173913043,0.3921568627450983,0.1172464784852938,0.10229157039583366,0.10670790684452035,0,0,0.11764705882352941,0,0.16666666666666666,0.06666666666666667,0,0.06666666666666667,0.6666666666666666,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285,0.3333333333333333,0,0.5,0,0,0,0.5,0,1,0.2631578947368421,0.4074074074074074,0,0,0,0,0,0.16104584283069298,0.40501632388444214,0,0.5451010427930951,0,0,0.24247191910482718,0,0,0,0,0.026808610252257482,0,0,0.20000000000000004,0.7692307692307725,0.714285714285714,0.2692307692307692,0.3333333333333333,0.06235523155845447,0.32885200002041537,0.21368300093556933,0.1252965653125883,0.2959703465816575,0.1506440592757794,0.11560066848955972,0.06162140375202524,0.01611521261986643,0.12962962962962962,0.8400928414365991,0.136
CHEMBL1088751,0.9165164380579143,0.7502953069880617,0.1693819666899945,0.1650798630685838,0,0,0,0,0,0,0,0.6206896551724138,0.59375,0.1414141414141414,0.1950991381450675,0.7799097238977486,0.6361753366712702,0.18184182065561452,0.8336382191993253,0.31758178550561483,0.20812358024235106,0.2526112106424468,0.3434455401756276,0.2533593603877929,0.20614683946057408,0.2156908643880279,0.2359801739830569,0.24498378059046508,0.21028197116779113,0.9991887040310979,0.5749664632311929,0.455597208338073,0.4323828924676929,0.2733177490506879,0.6563064274313767,0.1520045454662416,0.17757009345794392,0,0,0.125,0.631578947368421,0.5,0.3,0,0,0,0,0,0,0.1117290392065717,0.1926383630933271,0,0,0,0.07613948886978324,0.12308150701457905,0.2352692006816558,0,0.3524408333123497,0,0.30293873505651375,0,0.4474540017484876,0,0.2721606460369747,0.3013088354734642,0.3276118179282814,0.36954675716526386,0.37029293342325187,0.47605982220636006,0.177616781369051,0.17114576086939742,0.18464235178028984,0.2032218478605717,0.19552188070267867,0.20540806350284357,0.23233113219962692,0.21504291228369476,0.19634573039217554,0.17433437886934153,0.19192287535765332,0.20559805404376078,0.19382077214156104,0.2331443356882267,0.20327747965767934,0.18668672254588026,0.11297440423654016,0.5238095238095243,0.03756107286689615,0.02857142857142857,0.043478260869565216,0.3030303030303033,0.16856792622957828,0.139297955687594,0.11873281858582178,0.42857142857142855,0,0.058823529411764705,0,0.2777777777777778,0,0,0.06666666666666667,0.8888888888888888,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0.5,0,0.2857142857142857,0.3333333333333333,0,0.5,0,0,0,0,0.5,0,0.21052631578947367,0.4074074074074074,0,0.17799352275786864,0.4052818985529643,0.5461585142678784,0,0.1676968459993329,0.49245727372113857,0,0.6885682580151246,0,0.027648468637568972,0.24247191910482718,0,0,0,0,0,0.06919272103708086,0,0.3428571428571428,1,1,0.23076923076923078,0.3333333333333333,0.07578405877421096,0.40529555309618515,0.21237945280056086,0.17486148958287065,0.32606430010892146,0.15219734108881552,0.17064187245769555,0.06282293815172389,0.02838061479594831,0.21604938271604937,0.7869533349621304,0.188
CHEMBL11714,0.7762421075549749,0.4113528447011396,0.16040050892188268,0.1655114393028799,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.1414141414141414,0.15560545060823977,0.8067805904774635,0.6656228515955817,0.25452775934245947,0.6892173678252442,0.13404060351309788,0.2331431799977896,0.24692660316139997,0.2371780152442507,0.22523876373944776,0.2472724264287954,0.26432895354507324,0.30397986863603277,0.2970429324327656,0.2691074899922576,0.9774363141956888,0.1591412457704749,0.474343816543439,0.4063533681699072,0.49541408529487657,0.7491187982767217,0.17719477311353488,0.18691588785046728,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.20170370300899143,0.22750005138397825,0,0,0,0.12377101975089332,0.10602206394547282,0.4087603821940819,0.7071067811865479,0.35939356721347276,0.32816939922353644,0.4475317937963073,0.47624953663506275,0.2693086938224115,0.10199834356035077,0.2960481383202081,0.35262604986981605,0.39881769456271854,0.30955316989524795,0.36221380445812174,0.43778343004350817,0.1712638707797396,0.1699020408346599,0.2121337137506667,0.19845651729893304,0.22010786047550282,0.26326934270725355,0.2880031152311636,0.29008140435974694,0.16809503944852133,0.16607633038855496,0.2035275576119506,0.18088058312764266,0.20306319214012133,0.2410252391043962,0.23310597422185697,0.24345667365230214,0.09655781112091792,0.7142857142857143,0.04036651618958696,0.05714285714285714,0.043478260869565216,0.22727272727272665,0.15311947110157223,0.10801826912927803,0.10417834014850796,0.2857142857142857,0,0,0.5,0.5,0,0,0.06666666666666667,0.4444444444444444,0,1,0,0,0.14285714285714285,0,0,0,0,0,0,0.5,0,0.42857142857142855,0.3333333333333333,0,0.25,0,0,1,0,0,0,0.15789473684210525,0.7407407407407407,0,0.19407620524168329,0.3974884321822374,0.22635917600713065,0.6666666666666666,0.3918449756237544,0.4798456798870268,0.5951634423088089,0.31968378981161616,0.7167951822282023,0.11520917152654016,0.3637078786572412,0,0,0,0,0,0.05766060086423416,0,0.3428571428571428,0.7692307692307725,0.714285714285714,0.15384615384615385,0,0.1126884654189936,0.41914080476382143,0.17848374931322994,0.17955634730712883,0.5033433941358643,0.1646790310571701,0.2227298016649957,0.06954805699370226,0.02562236645970023,0.21604938271604937,0.6746884925482531,0.208
CHEMBL11983,0.794600478989767,0.44996250988081177,0.15686407704496616,0.16162725319421498,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.13636363636363635,0.15579122666862583,0.763745912949061,0.7132008315744446,0.23496027876706607,0.7338824600367899,0.12391980293115513,0.22544795548351915,0.23388298677398833,0.21556329580839123,0.20237196651932887,0.23291242793559092,0.24789493729482587,0.28369701868144953,0.27593678867300253,0.25327919520027886,0.9774363692770296,0.15914124514737366,0.47436267174441715,0.5188935486714231,0.6488249128935948,0.6870982786202459,0.17763612255661146,0.17757009345794392,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.21832595373780236,0.18809886405009377,0,0,0,0.13130706111989807,0.09276042904971829,0.3812746296293373,0.7071067811865479,0.30228761141507304,0.32816939922353644,0.414576906130026,0.46070377560161924,0.22552924384623035,0.08328129877731795,0.2570497022466442,0.324266868820387,0.35839116708190627,0.2727569427933665,0.32900261668523106,0.40131401585952686,0.15976932092504634,0.16153133561193014,0.20035943230908554,0.1823632011411564,0.21078453466684413,0.24629328903841927,0.27563818549371893,0.28491798476455743,0.16134453957271286,0.1601406406528963,0.19329319418189742,0.16827123601862745,0.19103101730374267,0.2269076409926557,0.21601103034295707,0.22848584166763847,0.09249779346866725,0.7536945812807886,0.03914056469488489,0.02857142857142857,0,0.22727272727272665,0.14298331762554128,0.10356389346454677,0.1019102030855079,0.2857142857142857,0,0,0.5,0.5555555555555556,0,0,0.06666666666666667,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.42857142857142855,0.6666666666666666,0,0,0,0,1,0,0,0,0.15789473684210525,0.7407407407407407,0,0.19407620524168329,0.41540063796144366,0.21665265857653573,0.6666666666666666,0.4668701541784954,0.45168991594582497,0.6168704670283152,0.25807619824383904,0.7024166665820013,0.11520917152654016,1,0.25438094278962986,0,0,0,0,0,0,0.3714285714285714,0.7692307692307725,0.714285714285714,0.15384615384615385,0,0.10870955365136206,0.40529555309618515,0.166943164045284,0.17050625554274715,0.5379744838221047,0.13914782922763774,0.2863383660134626,0.007915289471132896,0.023239709386260403,0.19753086419753085,0.5860004886391399,0.196
CHEMBL11988,0.4500065316786416,0.0140211400441767,0.1600115589361944,0.20385060039182124,0,0,0,0,0,0,0,0.41379310344827586,0.375,0.1919191919191919,0.19860501519438806,0.7106094166110026,0.7713653656330658,0.1458444591407643,0.8274069113279112,0.1419547635099009,0.24961569524720534,0.2604365658259853,0.2412592833070495,0.22673698899553427,0.26498991871893046,0.27933636348757146,0.31392714138285865,0.30170968487672567,0.27796486034971146,0.977407445858371,0.15914124658108988,0.47427585322354354,0.48715765448348597,0.6497247492092836,0.7294425674477846,0.2534787433742103,0.205607476635514,0,0,0.125,0.47368421052631576,0.16666666666666666,0.2,0.23076923076923078,0.5,0,0,0,0,0.21832595373780236,0.18809886405009377,0,0,0,0.25404298191717806,0.13730880191701242,0.42129814625264644,0.7071067811865479,0.30228761141507304,0.32816939922353644,0.4724009692500337,0.47624953663506275,0.23983157763122276,0.10199834356035077,0.27847016588800017,0.36323355174093885,0.37806411596328465,0.32868650016774625,0.391553847202052,0.4547965071809948,0.18994341107159757,0.18994123811664892,0.23085053448326767,0.2061638185247936,0.2437830909908158,0.2598109656888617,0.2943750880299811,0.3015208854991453,0.19964427172413254,0.21017654658701315,0.25411258886547367,0.24035945766048375,0.27554781228295633,0.31785490043098624,0.2708755151372574,0.279683147945472,0.12250661959399824,0.7321428571428571,0.06809437402388277,0.11428571428571428,0.08695652173913043,0.6521739130434783,0.1734526130794937,0.13120978033610614,0.13239017294693337,0.2857142857142857,0,0.29411764705882354,0.5,0.2777777777777778,0.06666666666666667,0,0.13333333333333333,0.2222222222222222,0,1,0,0,0.2857142857142857,0,0,0,0,0,0,0.5,0,0.5714285714285714,0.3333333333333333,0,0,0,0,1,0,0,0,0.2631578947368421,0.6296296296296297,0,0.19407620524168329,0.38902188587655007,0.22329801560020424,0.6666666666666666,0.41730259987320645,0.46148512586411,0.5741478047352674,0.29845659352992665,0.7060871262600955,0.22200634170714612,0.45129109222952746,0,0,0,0,0.053617220504514965,0.09987109029180333,0,0.3428571428571428,0.8000000000000025,0.75,0.23076923076923078,0,0.15404072700402152,0.44561521551592637,0.1995624241367026,0.1988854331047969,0.4840779951572433,0.19394844030989442,0.27521403982027043,0.1297112503317727,0.032805549360907994,0.2222222222222222,0.6999755680430002,0.224
CHEMBL12138,0.7878423688221207,0.43554808379777976,0.14992214152575217,0.15798384119520997,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.13131313131313133,0.12335666981727803,0.8610566224024935,0.6394950616328825,0.24009634192859827,0.7462228888677062,0.11531689485674654,0.20789949160411786,0.22677855563850782,0.21723401445924617,0.19088462083809143,0.24451178445560134,0.2629502795556455,0.3037852446984985,0.30154232752979304,0.26722857372553954,0.977436404517697,0.1591412445914277,0.4743834189786387,0.3856414923288352,0.6511657313332575,0.803290147254183,0.16168092382199525,0.16822429906542055,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.21832595373780236,0.17621627054371214,0,0,0,0.13130706111989807,0.10043443118228823,0.35360378400379033,0.648782559984609,0.43483745541221763,0.5358983848622466,0.4385743303408046,0.47624953663506275,0.34959104262750473,0.2039966871207013,0.2898592978829642,0.34983033020470683,0.3831148423876691,0.33498135569229737,0.39379395329824385,0.4675508058447578,0.1504295507791167,0.15188789518929185,0.188069974055135,0.1843043252313189,0.20464073567942673,0.24023269708139666,0.268654255018272,0.28668122608091223,0.15432078969978272,0.15591134917292138,0.19583020282329283,0.1829478900726285,0.20658471672516554,0.24405619285033903,0.23920812083924786,0.25800292575873857,0.08031774051191527,0.7448979591836727,0.03791461320018282,0.02857142857142857,0,0.22727272727272665,0.13286994548314546,0.09225263631883827,0.08261853209564847,0.2857142857142857,0,0,0.5,0.5555555555555556,0,0,0.06666666666666667,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.42857142857142855,0.3333333333333333,0,0,0,0,1,0,0,0,0.15789473684210525,0.7037037037037037,0,0.19407620524168329,0.43130221736001706,0.22094767866151432,0.6666666666666666,0.49974478159915403,0.48385429778310496,0.6431129638404435,0.2782093147278115,0.718224362045221,0.11520917152654016,0.3637078786572412,0,0,0,0,0,0,0,0.4,1,1,0.11538461538461539,0,0.09559335521734805,0.39101069692234064,0.1560890790448487,0.16074869588543145,0.546456888702234,0.1089679518766881,0.22314630673573366,0.007917820415717926,0.020117607014166834,0.2037037037037037,0.6893476667481064,0.188
CHEMBL12139,0.7371129980404965,0.33483830911921797,0.1803993858972761,0.18567552595003164,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.16161616161616163,0.19568752254376195,0.7195833207571699,0.7628271263097882,0.1501370783734231,0.8207200100123124,0.1419547635099009,0.24961569524720534,0.2604365658259853,0.2412592833070495,0.22673698899553427,0.260792642591692,0.2752717284186223,0.310189863534186,0.2989030980678495,0.2759853684372406,0.977407445858371,0.15914124658108988,0.474283291829057,0.4952644440857155,0.6497052954156374,0.7284639076516702,0.19885765273828063,0.205607476635514,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.21832595373780236,0.18809886405009377,0,0,0,0.13130706111989807,0.0962162879614326,0.42129814625264644,0.7071067811865479,0.30228761141507304,0.32816939922353644,0.4503000541059448,0.47624953663506275,0.23983157763122276,0.10199834356035077,0.27847016588800017,0.36323355174093885,0.37806411596328465,0.29906209727336325,0.35179098272825376,0.4126788468629993,0.18994341107159757,0.18994123811664892,0.23085053448326767,0.2061638185247936,0.2437830909908158,0.2598109656888617,0.2943750880299811,0.3015208854991453,0.1871514444771423,0.1831816540358995,0.21648473698852636,0.18842092106291122,0.20910816235958754,0.23797616170212013,0.22839544651165394,0.23929962431398794,0.12250661959399824,0.7321428571428571,0.04881035584461005,0.11428571428571428,0.08695652173913043,0.2173913043478267,0.1734526130794937,0.13120978033610614,0.13239017294693337,0.2857142857142857,0,0,0.5,0.5555555555555556,0,0,0.13333333333333333,0.3333333333333333,0,1,0,0,0.2857142857142857,0,0,0,0,0,0,0.5,0,0.5714285714285714,0.3333333333333333,0,0,0,0,1,0,0,0,0.2631578947368421,0.8518518518518519,0,0.19407620524168329,0.38902188587655007,0.22329801560020424,0.6666666666666666,0.41730259987320645,0.46148512586411,0.5741478047352674,0.29845659352992665,0.7060871262600955,0.22200634170714612,0.45129109222952746,0,0,0,0,0.053617220504514965,0.09987109029180333,0,0.3428571428571428,0.8000000000000025,0.75,0.23076923076923078,0,0.15404072700402152,0.44561521551592637,0.19545898792227642,0.1988854331047969,0.4840779951572433,0.19394844030989442,0.27521403982027043,0.1297112503317727,0.032805549360907994,0.2222222222222222,0.66796970437332015,0.224
CHEMBL12305,0.7561593729588505,0.3710997476575058,0.1756172184323946,0.18006409452228223,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.15656565656565657,0.1382856625470109,0.7894200529889108,0.7192339921569166,0.2226958712112511,0.7382655995331128,0.12675845466007563,0.22985604027478587,0.24989575468733113,0.24044150475996537,0.21746231238643557,0.26763008395951376,0.28648339343644974,0.3298008661148156,0.3305356583557165,0.2946359722041557,0.9774075438191386,0.15914124553054018,0.4743553196478494,0.4106255439075361,0.6514627425656293,0.818545853761212,0.20547961814546115,0.18691588785046728,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.21832595373780236,0.1806541832046288,0,0,0,0.13130706111989807,0.0942280703322345,0.3798072018849011,0.648782559984609,0.49853087283340497,0.5773502691896261,0.4714733918216659,0.4673057814252575,0.4642404170978785,0.22807522979332207,0.3341892084015952,0.39335764125703987,0.4306323323033193,0.39837310203807996,0.4515664290098122,0.5321733438456347,0.1712638707797396,0.17044978551328574,0.20744038294477554,0.21042826894383224,0.2217102233861461,0.25282067841596473,0.28072473072630527,0.2959156603107794,0.17921952545675823,0.1741610876412391,0.21473384809552273,0.20683548476281235,0.22104836025656757,0.2526583209604136,0.2444011357165938,0.2625809529981212,0.09585172109443954,0.7142857142857143,0.04910942155027165,0.05714285714285714,0,0.28985507246376835,0.15311947110157223,0.10801826912927803,0.09555827543533792,0.42857142857142855,0,0,0.5,0.5555555555555556,0,0,0.06666666666666667,0.3333333333333333,0,1,0,0,0,0,0,0,0,0.3333333333333333,0,0.5,0,0.42857142857142855,0.3333333333333333,0,0,0,0,1,0,0,0,0.21052631578947367,0.7407407407407407,0,0.21360850348319363,0.6667300022627076,0.3271124610963302,0.5,0.4668701541784954,0.45168991594582497,0.6168704670283152,0.25807619824383904,0.7024166665820013,0.11520917152654016,0.3637078786572412,0,0,0,0,0,0,0.1763778946631336,0.4,0.7692307692307725,0.714285714285714,0.15384615384615385,0.3333333333333333,0.10019752454846455,0.41914080476382143,0.17578637902442126,0.17937411507995632,0.4964622560837332,0.1407447590951109,0.22225913280936696,0.0737114069891791,0.02515287738118992,0.22839506172839505,0.723796726117762,0.208
CHEMBL12339,0.7472501632919661,0.3539059542031474,0.16001347629527876,0.16601021877121752,0,0,0,0,0,0,0,0.6206896551724138,0.5625,0.1414141414141414,0.13049551885663288,0.8177765074044131,0.6830485515944877,0.2369393280473148,0.7393620281664156,0.12191029563216323,0.22063233084100883,0.2283710097902224,0.21226161909204042,0.20022738025928294,0.2448815267061311,0.2604506017941721,0.29727700882290076,0.287873489444849,0.26331024955542603,0.2870813397129191,0.15914124508750713,0.4743618200246686,0.4061777468088278,0.6501341158854625,0.7503524699762107,0.1762804885964839,0.17757009345794392,0,0,0.125,0.7894736842105263,0.16666666666666666,0.2,0,0.5,0,0,0,0,0.21832595373780236,0.18809886405009377,0,0,0,0.13130706111989807,0.0962162879614326,0.3812746296293373,0.7071067811865479,0.30228761141507304,0.32816939922353644,0.43181227826038865,0.47624953663506275,0.23983157763122276,0.10199834356035077,0.2570497022466442,0.324266868820387,0.35839116708190627,0.28919478705095614,0.3475551956923752,0.42029832957541224,0.15976932092504634,0.16153133561193014,0.20035943230908554,0.1823632011411564,0.21078453466684413,0.24629328903841927,0.27563818549371966,0.28491798476455643,0.16292309133459248,0.1630567256418164,0.19919378356221415,0.17583757803751873,0.2005638143079378,0.2375567083672585,0.2293965165657306,0.2429811070832368,0.09249779346866725,0.7536945812807886,0.0419460080175757,0.05714285714285714,0.043478260869565216,0.22727272727272665,0.14298331762554128,0.10356389346454677,0.1019102030855079,0.2857142857142857,0,0,0.5,0.5555555555555556,0,0,0.06666666666666667,0.3333333333333333,0,1,0,0,0.14285714285714285,0,0,0,0,0,0,0.5,0,0.42857142857142855,0.3333333333333333,0,0,0,0,1,0,0,0,0.15789473684210525,0.7407407407407407,0,0.19407620524168329,0.41540063796144366,0.21665265857653573,0.6666666666666666,0.4668701541784954,0.45168991594582497,0.6168704670283152,0.25807619824383904,0.7024166665820013,0.11520917152654016,0.3637078786572412,0,0,0,0,0,0.05766060086423416,0,0.3714285714285714,0.7692307692307725,0.714285714285714,0.15384615384615385,0,0.1126884654189936,0.40529555309618515,0.16627541501374385,0.17050625554274715,0.5379744838221047,0.13914782922763774,0.22273811061121823,0.06957047379772999,0.023239709386260403,0.19753086419753085,0.6550207671634497,0.196
